9,6.58
9.05,-200.69
9.1,-304.039
9.15,-337.472
9.2,-326.333
9.25,-289.117
9.3,-238.967
9.35,-184.895
9.4,-132.776
9.45,-86.1467
9.5,-46.8434
9.55,-15.5023
9.6,8.05
9.65,24.4992
9.7,34.82
9.75,40.1136
9.8,41.4924
9.85,40.0039
9.9,36.5821
9.95,32.0218
10,26.9696
10.05,21.9258
10.1,17.2546
10.15,13.1993
10.2,9.9
10.25,7.41231
10.3,5.72599
10.35,4.78213
10.4,4.48878
10.45,4.73436
10.5,5.39892
10.55,6.36315
10.6,7.51517
10.65,8.75542
10.7,9.99979
10.75,11.1812
10.8,12.25
10.85,13.1732
10.9,13.9333
10.95,14.5261
11,14.9586
11.05,15.2466
11.1,15.4123
11.15,15.4817
11.2,15.4831
11.25,15.4444
11.3,15.3923
11.35,15.3507
11.4,15.34
11.45,15.3762
11.5,15.471
11.55,15.6316
11.6,15.8611
11.65,16.1584
11.7,16.5196
11.75,16.9378
11.8,17.4043
11.85,17.9092
11.9,18.4419
11.95,18.992
12,19.55
12.05,20.1073
12.1,20.657
12.15,21.1939
12.2,21.7149
12.25,22.219
12.3,22.707
12.35,23.1815
12.4,23.6468
12.45,24.1085
12.5,24.5731
12.55,25.0478
12.6,25.54
12.65,26.0569
12.7,26.6054
12.75,27.1917
12.8,27.8208
12.85,28.4968
12.9,29.2224
12.95,29.9991
13,30.8272
13.05,31.7056
13.1,32.6324
13.15,33.605
13.2,34.62
13.25,35.6741
13.3,36.764
13.35,37.8866
13.4,39.0399
13.45,40.2228
13.5,41.4352
13.55,42.679
13.6,43.9572
13.65,45.2749
13.7,46.6388
13.75,48.0572
13.8,49.54
13.85,51.0985
13.9,52.745
13.95,54.4927
14,56.3551
14.05,58.3459
14.1,60.4786
14.15,62.7661
14.2,65.2204
14.25,67.8526
14.3,70.6726
14.35,73.6891
14.4,76.91
14.45,80.3422
14.5,83.9924
14.55,87.8675
14.6,91.9755
14.65,96.3263
14.7,100.932
14.75,105.811
14.8,110.983
14.85,116.478
14.9,122.331
14.95,128.587
15,135.3
15.05,142.535
15.1,150.366
15.15,158.88
15.2,168.174
15.25,178.352
15.3,189.529
15.35,201.822
15.4,215.352
15.45,230.239
15.5,246.594
15.55,264.517
15.6,284.09
15.65,305.369
15.7,328.375
15.75,353.091
15.8,379.446
15.85,407.314
15.9,436.501
15.95,466.737
16,497.676
16.05,528.884
16.1,559.84
16.15,589.937
16.2,618.48
16.25,644.702
16.3,667.767
16.35,686.794
16.4,700.877
16.45,709.113
16.5,710.639
16.55,704.677
16.6,690.58
16.65,667.891
16.7,636.403
16.75,596.227
16.8,547.86
16.85,492.257
16.9,430.896
16.95,365.839
17,299.78
17.05,236.068
17.1,178.711
17.15,132.335
17.2,102.091
17.25,93.4979
17.3,112.203
17.35,163.632
17.4,252.51
17.45,382.227
17.5,554.001
17.55,765.819
17.6,1011.09
17.65,1276.98
17.7,1542.36
17.75,1775.24
17.8,1929.82
17.85,1942.72
17.9,1728.67
17.95,1175.28