9,-nan
9.05,3.98
9.1,4.575
9.15,5.125
9.2,5.63
9.25,6.09
9.3,6.505
9.35,6.875
9.4,7.2
9.45,7.48
9.5,7.715
9.55,7.905
9.6,4.23635
9.65,4.97062
9.7,5.65719
9.75,6.29607
9.8,6.88727
9.85,7.43077
9.9,7.92659
9.95,8.37471
10,8.77515
10.05,9.1279
10.1,9.43295
10.15,9.69032
10.2,6.11467
10.25,6.90594
10.3,7.6463
10.35,8.33575
10.4,8.9743
10.45,9.56194
10.5,10.0987
10.55,10.5845
10.6,11.0194
10.65,11.4034
10.7,11.7365
10.75,12.0187
10.8,7.77463
10.85,8.69959
10.9,9.57099
10.95,10.3889
11,11.1532
11.05,11.8639
11.1,12.5212
11.15,13.1248
11.2,13.675
11.25,14.1715
11.3,14.6146
11.35,15.0041
11.4,10.761
11.45,11.805
11.5,12.7924
11.55,13.7231
11.6,14.5971
11.65,15.4145
11.7,16.1753
11.75,16.8793
11.8,17.5268
11.85,18.1176
11.9,18.6517
11.95,19.1292
12,14.011
12.05,15.2971
12.1,16.524
12.15,17.6918
12.2,18.8004
12.25,19.8499
12.3,20.8402
12.35,21.7714
12.4,22.6434
12.45,23.4563
12.5,24.21
12.55,24.9046
12.6,19.2763
12.65,20.8951
12.7,22.4521
12.75,23.9473
12.8,25.3806
12.85,26.752
12.9,28.0616
12.95,29.3093
13,30.4951
13.05,31.6191
13.1,32.6813
13.15,33.6816
13.2,26.0132
13.25,28.3234
13.3,30.57
13.35,32.7531
13.4,34.8725
13.45,36.9285
13.5,38.9208
13.55,40.8496
13.6,42.7148
13.65,44.5165
13.7,46.2545
13.75,47.9291
13.8,36.5028
13.85,40.2228
13.9,43.8786
13.95,47.4703
14,50.9979
14.05,54.4614
14.1,57.8607
14.15,61.1959
14.2,64.467
14.25,67.6739
14.3,70.8167
14.35,73.8954
14.4,50.03
14.45,57.4628
14.5,64.8361
14.55,72.15
14.6,79.4044
14.65,86.5994
14.7,93.735
14.75,100.811
14.8,107.828
14.85,114.785
14.9,121.683
14.95,128.521
15,64.7077
15.05,83.2029
15.1,101.659
15.15,120.077
15.2,138.456
15.25,156.796
15.3,175.097
15.35,193.359
15.4,211.583
15.45,229.768
15.5,247.914
15.55,266.021
15.6,165.037
15.65,202.92
15.7,240.785
15.75,278.633
15.8,316.463
15.85,354.276
15.9,392.072
15.95,429.85
16,467.611
16.05,505.354
16.1,543.08
16.15,580.789
16.2,1116.79
16.25,1071.25
16.3,1025.37
16.35,979.149
16.4,932.589
16.45,885.689
16.5,838.449
16.55,790.868
16.6,742.947
16.65,694.686
16.7,646.084
16.75,597.142
16.8,254.011
16.85,253.562
16.9,253.173
16.95,252.842
17,252.57
17.05,252.357
17.1,252.203
17.15,252.107
17.2,252.07
17.25,252.092
17.3,252.173
17.35,252.312
17.4,360.67
17.45,342.8
17.5,324.788
17.55,306.635
17.6,288.339
17.65,269.902
17.7,251.323
17.75,232.602
17.8,213.739
17.85,194.734
17.9,175.588
17.95,156.3